Serial Number,Timestamp,Longitude,Latitude,PM1.0,PM2.5,Applied PM2.5 Custom Calibration Factor,PM4.0,PM10,Applied PM10 Custom Calibration Factor,PM0.5 NC,PM1.0 NC,PM2.5 NC,PM4.0 NC,PM10 NC,Typical Particle Size,PM Sensor Status,Temperature,Relative Humidity,Device Status
,UTC,,,ug/m3,ug/m3,,ug/m3,ug/m3,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,um,,Celsius,%,
81432039050,01/26/2022 14:50,-78.93806341,36.00346491,2,2,,2,2,,18,21,21,21,21,0.48,0,25.5,30,0
81432039053,01/26/2022 14:35,-78.93799635,36.00350901,4,5,,5,5,,40,47,47,47,47,0.47,0,4.4,45,0
81432039050,01/26/2022 14:35,-78.93806341,36.00346491,2,2,,2,2,,18,21,21,21,21,0.49,0,25.5,30,0
81432039050,01/26/2022 14:20,-78.93806341,36.00346491,2,3,,3,3,,19,22,22,22,22,0.5,0,25.5,30,0
81432039053,01/26/2022 14:20,-78.93799635,36.00350901,4,5,,5,5,,41,48,48,48,48,0.48,0,4.1,45,0
81432039053,01/26/2022 14:05,-78.93799635,36.00350901,4,5,,5,5,,41,47,47,47,47,0.48,0,4.0,45,0
81432039050,01/26/2022 14:05,-78.93806341,36.00346491,2,2,,2,2,,18,21,21,21,21,0.48,0,25.4,30,0
81432039053,01/26/2022 13:50,-78.93799635,36.00350901,4,5,,5,5,,40,47,47,47,47,0.47,0,3.9,47,0
81432039050,01/26/2022 13:50,-78.93806341,36.00346491,2,2,,2,2,,18,21,21,21,21,0.5,0,25.4,30,0
81432039050,01/26/2022 13:35,-78.93806341,36.00346491,2,2,,2,2,,18,21,21,21,21,0.49,0,25.5,30,0
81432039053,01/26/2022 13:35,-78.93799635,36.00350901,4,4,,4,4,,40,46,46,46,46,0.47,0,3.4,50,0
81432039053,01/26/2022 13:20,-78.93799635,36.00350901,4,5,,5,5,,41,47,48,48,48,0.48,0,3.2,51,0
81432039050,01/26/2022 13:20,-78.93806341,36.00346491,2,2,,2,2,,18,21,21,21,21,0.49,0,25.5,30,0
81432039053,01/26/2022 13:05,-78.93799635,36.00350901,4,4,,4,4,,40,46,47,47,47,0.49,0,2.9,53,0
81432039050,01/26/2022 13:05,-78.93806341,36.00346491,2,3,,3,3,,19,22,22,22,22,0.51,0,25.5,31,0
81432039053,01/26/2022 12:50,-78.93799635,36.00350901,4,5,,5,5,,41,47,48,48,48,0.49,0,2.8,54,0
81432039050,01/26/2022 12:50,-78.93806341,36.00346491,2,3,,3,3,,19,22,22,22,22,0.5,0,25.5,32,0
81432039050,01/26/2022 12:35,-78.93806341,36.00346491,3,3,,3,3,,20,23,23,23,23,0.49,0,25.5,32,0
81432039053,01/26/2022 12:35,-78.93799635,36.00350901,4,5,,5,5,,41,48,48,48,48,0.47,0,3.1,55,0
81432039053,01/26/2022 12:20,-78.93799635,36.00350901,4,5,,5,5,,41,48,48,48,48,0.48,0,3.2,55,0
81432039050,01/26/2022 12:20,-78.93806341,36.00346491,3,3,,3,3,,20,23,23,23,23,0.52,0,25.5,32,0
81432039053,01/26/2022 12:05,-78.93799635,36.00350901,5,5,,5,5,,43,50,50,50,50,0.48,0,3.3,55,0
81432039050,01/26/2022 12:05,-78.93806341,36.00346491,3,3,,3,3,,20,23,23,23,23,0.51,0,25.5,32,0
81432039053,01/26/2022 11:50,-78.93799635,36.00350901,5,5,,5,5,,44,51,52,52,52,0.48,0,3.5,56,0
81432039050,01/26/2022 11:50,-78.93806341,36.00346491,3,3,,3,3,,20,23,23,23,23,0.51,0,25.5,32,0
81432039053,01/26/2022 11:35,-78.93799635,36.00350901,5,5,,5,5,,45,52,52,52,53,0.48,0,3.4,57,0
81432039050,01/26/2022 11:35,-78.93806341,36.00346491,2,3,,3,3,,19,22,22,22,22,0.49,0,25.4,31,0
81432039050,01/26/2022 11:20,-78.93806341,36.00346491,2,3,,3,3,,19,22,22,22,22,0.53,0,25.4,29,0
81432039053,01/26/2022 11:20,-78.93799635,36.00350901,5,5,,5,5,,47,54,54,54,54,0.49,0,3.5,57,0
81432039053,01/26/2022 11:05,-78.93799635,36.00350901,5,5,,5,5,,47,55,55,55,55,0.48,0,3.4,59,0
81432039050,01/26/2022 11:05,-78.93806341,36.00346491,2,2,,2,2,,18,21,21,21,21,0.5,0,25.4,27,0
81432039053,01/26/2022 10:50,-78.93799635,36.00350901,5,5,,5,5,,47,55,55,55,55,0.5,0,3.6,59,0
81432039050,01/26/2022 10:50,-78.93806341,36.00346491,2,3,,3,3,,19,22,22,22,22,0.51,0,25.4,27,0
81432039050,01/26/2022 10:35,-78.93806341,36.00346491,2,3,,3,3,,19,22,22,22,22,0.51,0,25.4,28,0
81432039053,01/26/2022 10:35,-78.93799635,36.00350901,5,5,,5,5,,47,54,55,55,55,0.49,0,3.6,59,0
81432039053,01/26/2022 10:20,-78.93799635,36.00350901,5,5,,5,5,,47,55,55,55,55,0.48,0,3.5,59,0
81432039050,01/26/2022 10:20,-78.93806341,36.00346491,2,3,,3,3,,19,22,22,22,22,0.51,0,25.4,28,0
81432039053,01/26/2022 10:05,-78.93799635,36.00350901,5,5,,5,5,,48,55,56,56,56,0.47,0,3.6,59,0
81432039050,01/26/2022 10:05,-78.93806341,36.00346491,2,3,,3,3,,19,22,22,22,22,0.49,0,25.4,28,0
81432039050,01/26/2022 09:50,-78.93806341,36.00346491,2,3,,3,3,,19,23,23,23,23,0.5,0,25.5,28,0
81432039053,01/26/2022 09:50,-78.93799635,36.00350901,5,5,,5,5,,46,54,54,54,54,0.48,0,4.0,59,0
81432039050,01/26/2022 09:35,-78.93806341,36.00346491,2,3,,3,3,,19,23,23,23,23,0.5,0,25.4,27,0
81432039053,01/26/2022 09:35,-78.93799635,36.00350901,5,5,,5,5,,47,54,55,55,55,0.47,0,4.1,58,0
81432039053,01/26/2022 09:20,-78.93799635,36.00350901,5,5,,5,5,,48,56,56,57,57,0.48,0,4.1,59,0
81432039050,01/26/2022 09:20,-78.93806341,36.00346491,2,3,,3,3,,19,23,23,23,23,0.5,0,25.4,27,0
81432039050,01/26/2022 09:05,-78.93806341,36.00346491,3,3,,3,3,,20,23,23,23,23,0.51,0,25.4,28,0
81432039053,01/26/2022 09:05,-78.93799635,36.00350901,5,6,,6,6,,50,59,59,59,59,0.48,0,4.3,59,0
81432039053,01/26/2022 08:50,-78.93799635,36.00350901,5,5,,5,5,,47,55,55,55,55,0.47,0,4.7,61,0
81432039050,01/26/2022 08:50,-78.93806341,36.00346491,2,3,,3,3,,19,22,22,22,22,0.52,0,25.5,28,0
81432039053,01/26/2022 08:35,-78.93799635,36.00350901,5,5,,5,5,,48,55,56,56,56,0.47,0,4.8,63,0
81432039050,01/26/2022 08:35,-78.93806341,36.00346491,3,3,,3,3,,20,23,23,23,23,0.49,0,25.4,28,0
81432039053,01/26/2022 08:20,-78.93799635,36.00350901,5,5,,5,5,,48,56,56,57,57,0.47,0,4.7,66,0
81432039050,01/26/2022 08:20,-78.93806341,36.00346491,3,3,,3,3,,21,25,25,25,25,0.5,0,25.4,28,0
81432039053,01/26/2022 08:05,-78.93799635,36.00350901,5,6,,6,6,,49,57,58,58,58,0.46,0,4.9,66,0
81432039050,01/26/2022 08:05,-78.93806341,36.00346491,3,3,,3,3,,22,26,26,26,26,0.51,0,25.5,28,0
81432039050,01/26/2022 07:50,-78.93806341,36.00346491,3,3,,3,3,,23,27,27,27,27,0.51,0,25.5,28,0
81432039053,01/26/2022 07:50,-78.93799635,36.00350901,6,6,,6,6,,51,59,60,60,60,0.48,0,5.3,66,0
81432039050,01/26/2022 07:35,-78.93806341,36.00346491,3,3,,3,3,,24,28,28,28,28,0.5,0,25.4,28,0
81432039053,01/26/2022 07:35,-78.93799635,36.00350901,6,6,,6,6,,56,65,66,66,66,0.47,0,5.5,64,0
81432039053,01/26/2022 07:20,-78.93799635,36.00350901,6,6,,6,6,,56,65,66,66,66,0.49,0,5.8,62,0
81432039050,01/26/2022 07:20,-78.93806341,36.00346491,3,3,,3,3,,23,27,27,27,27,0.52,0,25.5,28,0
81432039050,01/26/2022 07:05,-78.93806341,36.00346491,3,3,,3,3,,22,26,26,26,26,0.5,0,25.5,29,0
81432039053,01/26/2022 07:05,-78.93799635,36.00350901,6,6,,6,6,,52,61,61,61,61,0.48,0,6.1,61,0
81432039050,01/26/2022 06:50,-78.93806341,36.00346491,3,3,,3,3,,22,25,25,25,25,0.5,0,25.5,29,0
81432039053,01/26/2022 06:50,-78.93799635,36.00350901,5,6,,6,6,,50,58,58,58,58,0.48,0,6.2,60,0
81432039050,01/26/2022 06:35,-78.93806341,36.00346491,2,2,,2,2,,18,21,21,21,21,0.49,0,25.5,29,0
81432039053,01/26/2022 06:35,-78.93799635,36.00350901,5,5,,5,5,,44,51,51,51,51,0.47,0,6.2,60,0
81432039050,01/26/2022 06:20,-78.93806341,36.00346491,2,2,,2,2,,16,18,18,18,18,0.5,0,25.5,28,0
81432039053,01/26/2022 06:20,-78.93799635,36.00350901,4,4,,4,4,,37,43,43,43,43,0.46,0,6.4,58,0
81432039053,01/26/2022 06:05,-78.93799635,36.00350901,3,4,,4,4,,31,36,36,36,36,0.46,0,6.6,56,0
81432039050,01/26/2022 06:05,-78.93806341,36.00346491,2,2,,2,2,,14,17,17,17,17,0.52,0,25.5,28,0
81432039053,01/26/2022 05:50,-78.93799635,36.00350901,3,3,,3,3,,28,32,32,32,32,0.45,0,6.8,54,0
81432039050,01/26/2022 05:50,-78.93806341,36.00346491,2,2,,2,2,,13,16,16,16,16,0.51,0,25.4,27,8
81432039053,01/26/2022 05:35,-78.93799635,36.00350901,3,3,,3,3,,26,30,30,30,30,0.45,0,7.3,53,0
81432039050,01/26/2022 05:35,-78.93806341,36.00346491,2,2,,2,2,,13,15,15,15,15,0.49,0,25.5,27,0
81432039050,01/26/2022 05:20,-78.93806341,36.00346491,2,2,,2,2,,12,14,14,14,14,0.48,0,25.4,27,0
81432039053,01/26/2022 05:20,-78.93799635,36.00350901,3,3,,3,3,,24,28,29,29,29,0.47,0,7.6,52,0
81432039053,01/26/2022 05:05,-78.93799635,36.00350901,3,3,,3,3,,23,27,27,27,27,0.45,0,7.6,52,0
81432039050,01/26/2022 05:05,-78.93806341,36.00346491,1,2,,2,2,,11,13,13,13,13,0.49,0,25.4,28,0
81432039050,01/26/2022 04:50,-78.93806341,36.00346491,1,2,,2,2,,12,14,14,14,14,0.51,0,25.4,28,0
81432039053,01/26/2022 04:50,-78.93799635,36.00350901,3,3,,3,3,,23,26,26,26,26,0.46,0,7.8,53,0
81432039050,01/26/2022 04:35,-78.93806341,36.00346491,2,2,,2,2,,12,14,14,14,14,0.5,0,25.5,28,0
81432039053,01/26/2022 04:35,-78.93799635,36.00350901,3,3,,3,3,,23,27,27,27,27,0.47,0,7.9,53,0
81432039053,01/26/2022 04:20,-78.93799635,36.00350901,3,3,,3,3,,23,27,27,27,27,0.47,0,8.0,53,0
81432039050,01/26/2022 04:20,-78.93806341,36.00346491,2,2,,2,2,,13,15,15,15,15,0.51,0,25.5,29,0
81432039053,01/26/2022 04:05,-78.93799635,36.00350901,3,3,,3,3,,23,27,27,27,27,0.46,0,8.3,53,0
81432039050,01/26/2022 04:05,-78.93806341,36.00346491,2,2,,2,2,,13,16,16,16,16,0.5,0,25.6,30,0
81432039053,01/26/2022 03:50,-78.93799635,36.00350901,3,3,,3,3,,23,27,27,27,27,0.47,0,8.5,53,0
81432039050,01/26/2022 03:50,-78.93806341,36.00346491,2,2,,2,2,,14,16,17,17,17,0.51,0,25.5,31,8
81432039050,01/26/2022 03:35,-78.93806341,36.00346491,2,2,,2,2,,14,17,17,17,17,0.5,0,25.5,31,0
81432039053,01/26/2022 03:35,-78.93799635,36.00350901,3,3,,3,3,,24,28,28,28,28,0.46,0,8.8,52,0
81432039053,01/26/2022 03:20,-78.93799635,36.00350901,3,3,,3,3,,25,29,29,29,29,0.47,0,9.1,51,0
81432039050,01/26/2022 03:20,-78.93806341,36.00346491,2,2,,2,2,,15,17,17,17,17,0.49,0,25.6,31,0
81432039053,01/26/2022 03:05,-78.93799635,36.00350901,3,3,,3,3,,26,30,30,30,30,0.46,0,9.5,52,0
81432039050,01/26/2022 03:05,-78.93806341,36.00346491,2,2,,2,2,,15,18,18,18,18,0.51,0,25.6,30,0
81432039050,01/26/2022 02:50,-78.93806341,36.00346491,2,2,,2,2,,16,18,18,18,18,0.51,0,25.6,29,0
81432039053,01/26/2022 02:50,-78.93799635,36.00350901,3,3,,3,3,,26,30,30,30,30,0.47,0,9.8,51,0
81432039050,01/26/2022 02:35,-78.93806341,36.00346491,2,2,,2,2,,17,20,20,20,20,0.5,0,25.5,29,0
81432039053,01/26/2022 02:35,-78.93799635,36.00350901,3,3,,3,3,,27,31,31,31,31,0.47,0,10.1,51,0
81432039053,01/26/2022 02:20,-78.93799635,36.00350901,4,4,,4,4,,31,36,36,36,36,0.46,0,10.8,51,0
81432039050,01/26/2022 02:20,-78.93806341,36.00346491,3,3,,3,3,,21,25,25,25,25,0.48,0,25.5,30,0
81432039053,01/26/2022 02:05,-78.93799635,36.00350901,4,5,,5,5,,37,43,43,43,43,0.46,0,11.7,49,0
81432039050,01/26/2022 02:05,-78.93806341,36.00346491,3,3,,3,3,,24,28,28,28,28,0.48,0,25.6,31,0
81432039050,01/26/2022 01:50,-78.93806341,36.00346491,3,3,,3,3,,26,30,30,30,30,0.5,0,25.6,31,0
81432039053,01/26/2022 01:50,-78.93799635,36.00350901,5,5,,5,5,,39,46,46,46,46,0.46,0,12.1,49,0
81432039053,01/26/2022 01:35,-78.93799635,36.00350901,5,5,,5,5,,41,48,48,48,48,0.47,0,12.0,49,0
81432039050,01/26/2022 01:35,-78.93806341,36.00346491,3,3,,3,3,,25,29,29,29,29,0.5,0,25.6,31,0
81432039053,01/26/2022 01:20,-78.93799635,36.00350901,5,5,,5,5,,42,49,49,49,49,0.47,0,12.0,49,0
81432039050,01/26/2022 01:20,-78.93806341,36.00346491,3,3,,3,3,,24,28,29,29,29,0.49,0,25.6,30,0
81432039053,01/26/2022 01:05,-78.93799635,36.00350901,5,5,,5,5,,41,48,48,48,48,0.47,0,12.2,49,0
81432039050,01/26/2022 01:05,-78.93806341,36.00346491,3,3,,3,3,,23,27,27,27,27,0.5,0,25.6,30,0
81432039050,01/26/2022 00:50,-78.93806341,36.00346491,3,3,,3,3,,25,29,29,29,29,0.51,0,25.6,31,0
81432039053,01/26/2022 00:50,-78.93799635,36.00350901,5,5,,5,5,,40,47,47,47,47,0.47,0,12.4,49,0
81432039053,01/26/2022 00:35,-78.93799635,36.00350901,5,5,,5,5,,42,48,49,49,49,0.47,0,12.6,48,0
81432039050,01/26/2022 00:35,-78.93806341,36.00346491,3,3,,3,3,,24,28,28,28,28,0.48,0,25.6,31,0
81432039050,01/26/2022 00:20,-78.93806341,36.00346491,3,3,,3,3,,22,26,26,26,26,0.49,0,25.7,31,0
81432039053,01/26/2022 00:20,-78.93799635,36.00350901,5,5,,5,5,,39,45,45,45,45,0.48,0,12.4,49,0
81432039053,01/26/2022 00:05,-78.93799635,36.00350901,4,4,,4,4,,35,41,41,41,41,0.47,0,12.4,50,0
81432039050,01/26/2022 00:05,-78.93806341,36.00346491,3,3,,3,3,,22,26,26,26,26,0.49,0,25.7,31,0
81432039050,01/25/2022 23:50,-78.93806341,36.00346491,3,3,,3,3,,22,26,26,26,26,0.5,0,25.6,30,0
81432039053,01/25/2022 23:50,-78.93799635,36.00350901,4,4,,4,4,,35,41,41,41,41,0.49,0,11.9,52,0
81432039053,01/25/2022 23:35,-78.93799635,36.00350901,4,4,,4,4,,35,40,40,40,40,0.46,0,11.9,50,0
81432039050,01/25/2022 23:35,-78.93806341,36.00346491,3,3,,3,3,,23,27,27,27,27,0.49,0,25.5,29,0
81432039053,01/25/2022 23:20,-78.93799635,36.00350901,4,5,,5,5,,38,44,44,44,44,0.47,0,12.6,47,0
81432039050,01/25/2022 23:20,-78.93806341,36.00346491,3,3,,3,3,,21,24,25,25,25,0.48,0,25.4,30,0
81432039053,01/25/2022 23:05,-78.93799635,36.00350901,4,4,,4,4,,34,40,40,40,40,0.49,0,13.7,45,0
81432039050,01/25/2022 23:05,-78.93806341,36.00346491,3,3,,3,3,,20,23,23,23,23,0.49,0,25.5,32,0
81432039050,01/25/2022 22:50,-78.93806341,36.00346491,3,3,,3,3,,21,25,25,25,25,0.49,0,25.6,34,8
81432039053,01/25/2022 22:50,-78.93799635,36.00350901,3,3,,3,3,,27,32,32,32,32,0.47,0,14.8,41,0
81432039050,01/25/2022 22:35,-78.93806341,36.00346491,3,3,,3,3,,22,25,25,25,25,0.51,0,25.7,35,0
81432039053,01/25/2022 22:35,-78.93799635,36.00350901,4,4,,4,4,,30,35,36,36,36,0.47,0,16.0,38,0
81432039050,01/25/2022 22:20,-78.93806341,36.00346491,2,3,,3,3,,19,23,23,23,23,0.48,0,25.8,31,0
81432039053,01/25/2022 22:20,-78.93799635,36.00350901,3,4,,4,4,,29,33,33,34,34,0.47,0,18.0,35,0
81432039050,01/25/2022 22:05,-78.93806341,36.00346491,2,2,,2,2,,15,17,18,18,18,0.48,0,25.8,25,0
81432039053,01/25/2022 22:05,-78.93799635,36.00350901,3,4,,4,4,,28,32,33,33,33,0.48,0,19.9,31,0
81432039050,01/25/2022 21:50,-78.93806341,36.00346491,2,2,,2,2,,15,17,17,17,17,0.48,0,25.7,25,8
81432039053,01/25/2022 21:50,-78.93799635,36.00350901,3,3,,3,3,,24,28,28,28,28,0.47,0,21.3,29,0
81432039050,01/25/2022 21:35,-78.93806341,36.00346491,2,2,,2,2,,14,16,16,16,16,0.49,0,25.7,25,0
81432039053,01/25/2022 21:35,-78.93799635,36.00350901,3,3,,3,3,,23,26,26,26,26,0.47,0,22.8,27,0
81432039053,01/25/2022 21:20,-78.93799635,36.00350901,3,3,,3,3,,25,29,30,30,30,0.45,0,23.5,26,0
81432039050,01/25/2022 21:20,-78.93806341,36.00346491,2,2,,2,2,,16,18,18,18,18,0.5,0,25.7,25,0
81432039050,01/25/2022 21:05,-78.93806341,36.00346491,2,2,,2,2,,17,20,20,20,20,0.49,0,25.8,25,0
81432039053,01/25/2022 21:05,-78.93799635,36.00350901,3,4,,4,4,,27,32,32,32,32,0.46,0,23.9,26,0
81432039050,01/25/2022 20:50,-78.93806341,36.00346491,2,2,,2,2,,16,19,19,19,19,0.48,0,25.7,26,8
81432039053,01/25/2022 20:50,-78.93799635,36.00350901,4,4,,4,4,,29,33,33,34,34,0.46,0,24.5,25,0
81432039053,01/25/2022 20:35,-78.93799635,36.00350901,3,3,,3,3,,25,29,29,29,29,0.46,0,24.4,26,0
81432039050,01/25/2022 20:35,-78.93806341,36.00346491,2,2,,2,2,,16,19,19,19,19,0.49,0,25.7,26,0
81432039053,01/25/2022 20:20,-78.93799635,36.00350901,3,3,,3,3,,24,28,28,28,28,0.46,0,23.2,27,0
81432039050,01/25/2022 20:20,-78.93806341,36.00346491,2,2,,2,2,,17,19,19,19,19,0.49,0,25.7,26,0
81432039053,01/25/2022 20:05,-78.93799635,36.00350901,3,3,,3,3,,25,29,29,29,29,0.44,0,22.9,28,0
81432039050,01/25/2022 20:05,-78.93806341,36.00346491,2,2,,2,2,,18,20,21,21,21,0.48,0,25.7,27,0
81432039053,01/25/2022 19:50,-78.93799635,36.00350901,3,4,,4,4,,26,31,31,31,31,0.46,0,23.3,28,0
81432039050,01/25/2022 19:50,-78.93806341,36.00346491,2,3,,3,3,,19,22,22,22,22,0.49,0,25.7,29,8
81432039053,01/25/2022 19:35,-78.93799635,36.00350901,3,3,,3,3,,25,29,30,30,30,0.45,0,22.4,29,0
81432039050,01/25/2022 19:35,-78.93806341,36.00346491,3,3,,3,3,,20,23,23,23,23,0.49,0,25.7,31,0
81432039053,01/25/2022 19:20,-78.93799635,36.00350901,3,3,,3,3,,26,30,30,30,30,0.44,0,22.3,29,0
81432039050,01/25/2022 19:20,-78.93806341,36.00346491,3,3,,3,3,,20,23,23,23,23,0.5,0,25.6,30,0
81432039053,01/25/2022 19:05,-78.93799635,36.00350901,4,4,,4,4,,29,34,34,34,34,0.46,0,21.7,30,0
81432039050,01/25/2022 19:05,-78.93806341,36.00346491,3,3,,3,3,,23,26,27,27,27,0.5,0,25.6,33,0
81432039053,01/25/2022 18:50,-78.93799635,36.00350901,4,4,,4,4,,30,35,35,35,35,0.47,0,21.2,31,0
81432039050,01/25/2022 18:50,-78.93806341,36.00346491,3,3,,3,3,,24,28,28,28,28,0.49,0,25.6,33,0
81432039053,01/25/2022 18:35,-78.93799635,36.00350901,4,4,,4,4,,32,37,37,37,37,0.47,0,21.7,31,0
81432039050,01/25/2022 18:35,-78.93806341,36.00346491,3,3,,3,3,,26,30,30,30,30,0.5,0,25.7,33,0
81432039053,01/25/2022 18:20,-78.93799635,36.00350901,5,5,,5,5,,37,43,43,43,43,0.46,0,21.3,32,0
81432039050,01/25/2022 18:20,-78.93806341,36.00346491,3,4,,4,4,,26,30,30,30,30,0.5,0,25.7,33,0
81432039053,01/25/2022 18:05,-78.93799635,36.00350901,4,4,,4,4,,34,39,40,40,40,0.46,0,20.5,33,0
81432039050,01/25/2022 18:05,-78.93806341,36.00346491,3,4,,4,4,,27,31,31,31,31,0.5,0,25.7,34,0
81432039053,01/25/2022 17:50,-78.93799635,36.00350901,4,5,,5,5,,35,40,40,40,40,0.47,0,19.1,36,0
81432039050,01/25/2022 17:50,-78.93806341,36.00346491,3,4,,4,4,,27,31,31,31,31,0.5,0,25.6,34,0
81432039053,01/25/2022 17:35,-78.93799635,36.00350901,4,5,,5,5,,36,41,41,41,42,0.48,0,18.3,36,0
81432039050,01/25/2022 17:35,-78.93806341,36.00346491,4,4,,4,4,,28,32,32,32,32,0.52,0,25.6,34,0
81432039053,01/25/2022 17:20,-78.93799635,36.00350901,5,5,,5,5,,37,43,44,44,44,0.48,0,17.5,38,0
81432039050,01/25/2022 17:20,-78.93806341,36.00346491,4,4,,4,4,,29,34,34,34,34,0.53,0,25.7,34,0
81432039053,01/25/2022 17:05,-78.93799635,36.00350901,5,6,,6,6,,45,52,52,52,52,0.48,0,16.4,40,0
81432039050,01/25/2022 17:05,-78.93806341,36.00346491,4,4,,4,4,,30,35,35,35,35,0.54,0,25.7,33,0
81432039053,01/25/2022 16:50,-78.93799635,36.00350901,5,5,,5,5,,40,47,47,47,47,0.48,0,15.5,42,0
81432039050,01/25/2022 16:50,-78.93806341,36.00346491,4,4,,4,4,,31,36,36,36,36,0.51,0,25.6,33,8
81432039050,01/25/2022 16:35,-78.93806341,36.00346491,4,5,,5,5,,34,40,40,40,40,0.54,0,25.5,34,0
81432039053,01/25/2022 16:35,-78.93799635,36.00350901,5,5,,5,5,,44,51,51,51,51,0.48,0,14.5,44,0
81432039050,01/25/2022 16:20,-78.93806341,36.00346491,5,5,,5,5,,39,45,45,45,45,0.54,0,25.5,34,0
81432039053,01/25/2022 16:20,-78.93799635,36.00350901,6,6,,6,6,,52,61,61,61,61,0.47,0,12.8,48,0
81432039053,01/25/2022 16:05,-78.93799635,36.00350901,7,7,,7,7,,60,70,70,70,70,0.48,0,11.3,52,0
81432039050,01/25/2022 16:05,-78.93806341,36.00346491,5,6,,6,6,,42,49,50,50,50,0.53,0,25.5,35,0
81432039053,01/25/2022 15:50,-78.93799635,36.00350901,7,8,,8,8,,66,76,77,77,77,0.45,0,10.0,55,0
81432039050,01/25/2022 15:50,-78.93806341,36.00346491,6,6,,6,6,,45,52,53,53,53,0.53,0,25.5,35,8
81432039053,01/25/2022 15:35,-78.93799635,36.00350901,8,9,,9,9,,74,86,87,87,87,0.45,0,9.2,56,0
81432039050,01/25/2022 15:35,-78.93806341,36.00346491,6,6,,6,6,,46,53,54,54,54,0.54,0,25.6,34,0
81432039050,01/25/2022 15:20,-78.93806341,36.00346491,6,6,,6,6,,47,55,55,55,55,0.52,0,25.6,33,0
81432039053,01/25/2022 15:20,-78.93799635,36.00350901,8,8,,8,8,,72,84,84,84,84,0.46,0,8.1,59,0
81432039050,01/25/2022 15:05,-78.93806341,36.00346491,6,7,,7,7,,49,57,57,57,57,0.52,0,25.5,33,0
81432039053,01/25/2022 15:05,-78.93799635,36.00350901,9,9,,9,9,,81,94,94,94,94,0.47,0,6.8,63,0
81432039053,01/25/2022 14:50,-78.93799635,36.00350901,10,10,,10,10,,90,105,105,105,105,0.47,0,6.2,65,0
81432039050,01/25/2022 14:50,-78.93806341,36.00346491,7,7,,7,7,,52,61,61,61,61,0.53,0,25.5,34,0
81432039053,01/25/2022 14:35,-78.93799635,36.00350901,10,11,,11,11,,95,111,111,111,111,0.47,0,5.9,66,0
81432039050,01/25/2022 14:35,-78.93806341,36.00346491,7,7,,7,7,,54,63,63,63,63,0.53,0,25.4,34,0
81432039050,01/25/2022 14:20,-78.93806341,36.00346491,7,7,,7,7,,52,60,61,61,61,0.52,0,25.3,34,0
81432039053,01/25/2022 14:20,-78.93799635,36.00350901,11,12,,12,12,,101,117,118,118,118,0.47,0,6.0,65,0
81432039050,01/25/2022 14:05,-78.93806341,36.00346491,6,7,,7,7,,50,58,58,58,58,0.53,0,25.0,34,0
81432039053,01/25/2022 14:05,-78.93799635,36.00350901,10,11,,11,11,,96,112,112,112,112,0.47,0,6.0,64,0
81432039050,01/25/2022 13:50,-78.93806341,36.00346491,6,7,,7,7,,50,58,58,58,58,0.53,0,24.8,35,8
81432039053,01/25/2022 13:50,-78.93799635,36.00350901,10,10,,10,10,,87,101,102,102,102,0.47,0,6.3,63,0
81432039050,01/25/2022 13:35,-78.93806341,36.00346491,7,7,,7,7,,52,60,61,61,61,0.53,0,24.8,35,0
81432039053,01/25/2022 13:35,-78.93799635,36.00350901,10,10,,10,10,,88,102,103,103,103,0.47,0,6.0,64,0
81432039053,01/25/2022 13:20,-78.93799635,36.00350901,11,11,,11,11,,98,114,114,114,114,0.47,0,5.5,66,0
81432039050,01/25/2022 13:20,-78.93806341,36.00346491,7,7,,7,7,,52,60,61,61,61,0.52,0,24.9,36,0
81432039050,01/25/2022 13:05,-78.93806341,36.00346491,6,7,,7,7,,51,59,59,59,59,0.53,0,25.0,35,0
81432039053,01/25/2022 13:05,-78.93799635,36.00350901,11,11,,11,11,,100,117,117,117,117,0.48,0,5.0,67,0
81432039053,01/25/2022 12:50,-78.93799635,36.00350901,11,11,,11,11,,101,117,117,117,117,0.47,0,4.7,67,0
81432039050,01/25/2022 12:50,-78.93806341,36.00346491,6,7,,7,7,,49,57,57,57,57,0.53,0,25.1,35,0
81432039050,01/25/2022 12:35,-78.93806341,36.00346491,6,6,,6,6,,46,54,54,54,54,0.53,0,25.3,34,0
81432039053,01/25/2022 12:35,-78.93799635,36.00350901,10,10,,10,10,,91,106,106,106,106,0.49,0,4.5,67,0
81432039053,01/25/2022 12:20,-78.93799635,36.00350901,9,10,,10,10,,89,103,103,103,104,0.47,0,4.5,67,0
81432039050,01/25/2022 12:20,-78.93806341,36.00346491,6,6,,6,6,,45,52,53,53,53,0.54,0,25.4,34,0
81432039050,01/25/2022 12:05,-78.93806341,36.00346491,6,6,,6,6,,44,52,52,52,52,0.53,0,25.6,35,0
81432039053,01/25/2022 12:05,-78.93799635,36.00350901,9,10,,10,10,,85,99,99,99,99,0.47,0,4.6,67,0
81432039053,01/25/2022 11:50,-78.93799635,36.00350901,9,9,,9,9,,83,97,97,97,97,0.48,0,4.6,66,0
81432039050,01/25/2022 11:50,-78.93806341,36.00346491,6,6,,6,6,,44,51,51,51,51,0.54,0,25.6,34,0
81432039053,01/25/2022 11:35,-78.93799635,36.00350901,9,9,,9,9,,83,96,97,97,97,0.49,0,4.6,66,0
